Open,High,Low,Close,Volume,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Volume,RETURN,RSI,EMA20,MACD,ATR,VOL_THRESHOLD,NEXT_DAY_RETURN,Target,RANGE,VIX_CHANGE,MOMENTUM_3,MOMENTUM_5
19066.02799494531,19119.476591339226,18740.131399064114,18786.48046875,72600,20.6200008392334,21.239999771118164,18.719999313354492,20.690000534057617,0,-0.013919991470568327,38.783774066027014,19429.667072302924,96.52289326003302,395.8244395759316,0.02106964315292361,-0.02037878802055748,0,379.3451922751119,0.0033947474284787837,-0.03076162679093164,-0.05326872890846568
18649.78228272766,18666.832864929424,18379.385048715823,18403.634765625,0,20.690000534057617,22.1200008392334,18.59000015258789,22.020000457763672,0,-0.02037878802055748,33.72286903010662,19331.949709762168,4.671207714352931,396.6295096086634,0.021551694252784394,0.01894443618421593,2,287.44781621360016,0.06428225661554499,-0.040166450476491034,-0.07359606607779612
18242.736412716586,18933.478355040945,18226.687771802954,18752.28125,0,22.020000457763672,22.020000457763672,19.850000381469727,21.190000534057617,0,0.01894443618421593,41.24236335268745,19276.74318978482,-39.53334155464836,418.7838720107583,0.02233242272914173,0.010041382465133308,1,706.7905832379911,-0.037693002109517204,-0.0157150677741259,-0.03252604430390904
18890.529880079688,19051.5787847242,18890.529880079688,18940.580078125,0,21.190000534057617,21.510000228881836,18.540000915527344,20.5,0,0.010041382465133308,44.879700158165605,19244.727655341027,-58.69502387732064,410.24913363314687,0.021659797743309613,0.009915054038756255,1,161.0489046445109,-0.03256255387764684,0.008202686481447952,-0.012162301743897874
19073.227204448674,19176.577563939998,18739.631478161802,19128.376953125,0,20.5,20.959999084472656,17.93000030517578,20.15999984741211,0,0.009915054038756255,48.3160718988981,19233.646636082358,-58.0579014933428,412.15605878636467,0.02154683901286412,0.012604187843057613,2,436.946085778196,-0.016585373296970296,0.03938038309984826,0.004025748221839098
19284.077162147976,19440.77456382724,19164.027772996564,19369.474609375,0,20.15999984741211,20.450000762939453,16.979999542236328,20.100000381469727,0,0.012604187843057613,52.41741333342399,19246.5826335388,-37.66424156010544,405.03045535178427,0.02091076105676846,-0.009279965022283121,1,276.7467908306753,-0.002976164007763349,0.03291297475473809,0.031032642947398825
19518.62313697485,19532.472585656247,19126.928463014323,19189.7265625,0,20.100000381469727,21.1200008392334,17.479999542236328,20.829999923706055,0,-0.009279965022283121,49.27779026362941,19241.167769630345,-35.59595627412273,405.0671458725086,0.02110854183113161,0.005552389075371922,1,405.54412264192433,0.036318384496615064,0.013154110557719756,0.04271394248397553
19226.176597202604,19389.57508586302,19171.67723157728,19296.275390625,0,20.829999923706055,21.649999618530273,18.649999618530273,20.90999984741211,0,0.005552389075371922,51.14577463379681,19246.41611448698,-25.070231299076113,391.697910759168,0.020299145966245512,-0.005607158036185944,1,217.89785428574032,0.0038406108496913394,0.008777453409217317,0.029009491345219685
19295.926482915067,19377.224367668772,18876.03096470933,19188.078125,0,20.90999984741211,21.90999984741211,19.399999618530273,20.399999618530273,0,-0.005607158036185944,49.16566480401459,19240.86011548822,-25.169000940568367,399.5190173449018,0.020821210688337335,-0.0059802758385943955,1,501.1934029594413,-0.024390255026470298,-0.00936506993778774,0.013067078508373742
19157.077147339303,19307.575390468442,18882.029576911256,19073.328125,61900,20.399999618530273,21.270000457763672,19.239999771118164,21.270000457763672,0,-0.0059802758385943955,47.08371004595857,19224.904687822676,-34.113404495124996,401.3780742172078,0.021043945324419243,-0.008396460043598175,1,425.5458135571862,0.04264710075990075,-0.006065664204276011,-0.0028778619461494737
